[
0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,1,0,0,0,7,2,0;
0,0,3,0,0,0,0,8,0,0,0,4,20,0,0,0,2,8,0,0,0,7,12,0,0;
2,0,3,0,0,6,4,9,0,0,12,5,4,0,0,4,7,5,0,0,4,3,6,0,0;
0,0,3,0,0,0,0,4,1,0,0,0,5,2,0,0,0,4,0,0,0,0,2,0,0;
0,0,4,0,0,0,1,7,0,0,0,1,2,1,0,0,0,5,3,0,0,0,5,2,0;
0,1,5,0,0,5,2,3,0,0,0,0,3,0,0,0,0,14,0,0,0,8,4,0,0;
0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,0,0;
0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,0;
0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,1,0,0,0,16,0,0;
0,0,1,0,0,0,0,4,0,0,2,16,3,0,0,9,2,7,2,0,2,2,9,0,0;
0,0,3,0,0,0,0,4,0,0,0,0,10,0,0,0,0,6,0,0,0,0,2,0,0;
0,0,5,0,0,0,0,6,0,0,0,2,10,0,0,0,3,5,2,0,0,11,4,0,0;
0,0,3,0,0,0,0,2,3,1,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0;
0,0,3,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,8,2,0;
0,0,9,0,0,0,2,6,0,0,0,4,14,0,0,0,1,5,0,0,0,0,5,0,0;
0,0,8,0,0,0,3,10,2,0,0,2,5,1,0,0,0,5,2,0,0,4,7,4,4;
0,0,3,0,0,1,0,6,0,0,9,12,4,0,0,4,11,8,0,0,0,0,4,0,0;
0,0,15,0,0,0,4,4,0,0,0,0,3,0,0,0,0,3,0,0,3,6,2,0,0;
0,0,3,0,0,0,0,4,0,0,0,0,10,4,2,0,2,8,0,2,0,0,4,0,0;
0,0,13,0,0,0,0,8,0,0,0,0,2,4,0,0,0,5,8,0,2,16,8,5,9;
0,0,13,0,0,0,0,2,0,0,0,0,6,0,0,0,6,4,3,0,0,0,2,1,0;
0,0,3,0,0,0,0,2,0,0,0,0,4,4,0,0,0,7,2,1,0,0,16,0,0;
0,0,3,0,0,0,0,22,0,0,0,0,11,3,0,0,1,4,0,0,2,5,4,0,0;
0,0,7,0,0,0,0,10,0,0,0,1,7,6,1,0,6,2,0,11,0,0,7,6,5;
0,0,3,0,0,0,0,6,0,0,0,0,5,2,0,0,1,4,2,0,0,0,6,2,4;
0,0,3,0,0,0,0,5,3,0,0,0,6,0,0,0,2,8,0,0,0,3,5,3,0;
0,0,3,0,0,0,0,19,0,0,0,0,9,4,2,0,0,2,0,9,0,2,5,0,4;
0,0,3,0,0,1,4,7,0,0,10,0,14,0,0,0,0,5,1,0,0,0,12,0,0;
0,1,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0;
]
[
45,45,10.3067,45,45,45,45,22.1671,45,45,45,45,27.7423,45,45,45,45,43.3175,37.0825,45,45,45,51.165,59.5067,45,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,4,4,5,5,5,3,7,5,30,30,38.3644,30,30,30,30,19.849,30,30,30,30,45.3329,30,30,30,30,39.4966,24.7819,30,30,30,17.6994,13.462,30;
45,45,59.3175,45,45,45,45,14.8583,45,45,45,23.0264,40.5125,45,45,45,38.2858,46.1042,45,45,45,29.889,63.8016,45,45,5,5,4,5,5,5,5,7,5,5,5,6,7,5,5,5,4,4,5,5,5,4,5,5,5,30,30,27.3238,30,30,30,30,16.9688,30,30,30,30.9514,17.0932,30,30,30,43.3812,19.9101,30,30,30,12.3987,14.5293,30,30;
53.0995,45,68.545,45,45,47.0841,70.3009,31.8732,45,45,36.2055,51.0995,72.3208,45,45,65.4463,31.8263,16.474,45,45,38.3646,73.1917,58.5675,45,45,3,5,4,5,5,6,7,3,5,5,4,7,7,5,5,3,7,4,5,5,4,6,4,5,5,27.3782,30,31.5655,30,30,40.2103,27.1754,15.1067,30,30,12.4427,39.3644,38.6222,30,30,21.7751,21.4529,17.3324,30,30,30.662,11.1629,26.3984,30,30;
45,45,35.5089,45,45,45,45,43.3652,79.3122,45,45,45,38.7932,47.4276,45,45,45,49.612,45,45,45,45,11.258,45,45,5,5,5,5,5,5,5,6,7,5,5,5,4,5,5,5,5,3,5,5,5,5,7,5,5,30,30,35.7077,30,30,30,30,34.7573,25.3703,30,30,30,18.2165,25.4102,30,30,30,43.3152,30,30,30,30,42.3564,30,30;
45,45,54.4712,45,45,45,37.2068,44.2993,45,45,45,44.2406,41.3928,39.7324,45,45,45,34.4492,30.4723,45,45,45,14.1545,49.8734,45,5,5,6,5,5,5,5,6,5,5,5,3,7,7,5,5,5,7,7,5,5,5,4,4,5,30,30,24.8751,30,30,30,23.1767,24.5519,30,30,30,26.5249,49.8331,46.1179,30,30,30,11.2143,46.9977,30,30,30,44.5544,17.236,30;
45,71.9949,64.8017,45,45,17.563,78.3567,79.0001,45,45,45,45,53.9839,45,45,45,45,65.8173,45,45,45,62.5867,67.8194,45,45,5,7,6,5,5,5,4,7,5,5,5,5,6,5,5,5,5,6,5,5,5,4,6,5,5,30,17.3135,22.487,30,30,32.3944,34.1447,42.1269,30,30,30,30,38.0818,30,30,30,30,10.3143,30,30,30,16.9713,35.5996,30,30;
45,45,13.912,45,45,45,45,71.4406,45,45,45,45,78.4356,45,45,45,45,30.4574,45,45,45,45,47.6346,45,45,5,5,7,5,5,5,5,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,4,5,5,30,30,37.6776,30,30,30,30,27.8331,30,30,30,30,32.2791,30,30,30,30,20.6761,30,30,30,30,36.9356,30,30;
45,45,22.4067,45,45,45,45,78.9844,45,45,45,45,44.0503,45,45,45,45,10.1181,45,45,45,45,48.0869,45,45,5,5,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,6,5,5,5,5,6,5,5,30,30,48.9142,30,30,30,30,46.7805,30,30,30,30,34.1183,30,30,30,30,27.837,30,30,30,30,28.7988,30,30;
45,45,16.1664,45,45,45,45,36.1739,45,45,45,45,54.589,14.4302,45,45,45,37.1575,43.8926,45,45,45,27.1481,45,45,5,5,6,5,5,5,5,4,5,5,5,5,6,6,5,5,5,3,3,5,5,5,7,5,5,30,30,31.0056,30,30,30,30,39.6818,30,30,30,30,48.9206,20.4326,30,30,30,11.3793,31.4229,30,30,30,13.4525,30,30;
45,45,30.0572,45,45,45,45,53.4777,45,45,43.8489,46.4063,64.4756,45,45,36.0875,62.4306,60.5634,29.8082,45,60.9639,79.6682,49.8318,45,45,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,6,4,6,6,5,3,3,7,5,5,30,30,47.3674,30,30,30,30,34.1365,30,30,26.3754,11.4579,34.4134,30,30,41.741,19.2481,20.3317,39.5396,30,37.5183,23.9909,17.8472,30,30;
